,amount_req,app_date,loan_title,risk_score,dti,zip_code,state,emp_len,pol_code,gross_income
313,20000,1/1/2016,debt_consolidation,623.0,0.12210000000000001,080xx,NJ,0,0,163800.16
314,70000,1/1/2016,Business Loan,300.0,-0.01,300xx,GA,0,0,-7000000.0
315,3000,1/1/2016,debt_consolidation,300.0,0.513,766xx,TX,0,0,5847.95
316,15000,1/1/2016,credit_card,300.0,0.2889,820xx,WY,5 years,0,51921.08
317,30000,1/1/2016,major_purchase,300.0,0.0,377xx,TN,0,0,0.0
318,7000,1/1/2016,debt_consolidation,300.0,0.09050000000000001,486xx,MI,0,0,77348.07
319,2000,1/1/2016,debt_consolidation,300.0,0.4106,265xx,WV,5 years,0,4870.92
320,1600,1/1/2016,other,300.0,1.0,301xx,GA,0,0,1600.0
321,35000,1/1/2016,debt_consolidation,300.0,0.3971,607xx,IL,0,0,88139.01
322,35000,1/1/2016,small_business,633.0,0.06,410xx,KY,0,0,583333.33
323,10000,1/1/2016,debt_consolidation,300.0,0.2195,371xx,TN,0,0,45558.09
324,1000,1/1/2016,moving,300.0,0.3102,700xx,LA,0,0,3223.73
325,20000,1/1/2016,debt_consolidation,583.0,0.09609999999999999,923xx,CA,0,0,208116.55
326,4500,1/1/2016,other,712.0,0.316,933xx,CA,0,0,14240.51
327,20000,1/1/2016,debt_consolidation,300.0,0.473,436xx,OH,0,0,42283.3
328,20000,1/1/2016,debt_consolidation,300.0,0.2416,200xx,DC,5 years,0,82781.46
329,25000,1/1/2016,credit_card,300.0,0.2397,446xx,OH,5 years,0,104297.04
330,15000,1/1/2016,debt_consolidation,300.0,0.16519999999999999,347xx,FL,0,0,90799.03
331,5000,1/1/2016,debt_consolidation,300.0,0.08990000000000001,300xx,GA,0,0,55617.35
332,2500,1/1/2016,other,300.0,0.0015,973xx,OR,0,0,1666666.67
333,10000,1/1/2016,debt_consolidation,574.0,0.3471,283xx,NC,0,0,28810.14
334,25000,1/1/2016,debt_consolidation,300.0,0.7162000000000001,029xx,RI,0,0,34906.45
335,20000,1/1/2016,debt_consolidation,706.0,0.6888,233xx,VA,0,0,29036.0
336,6000,1/1/2016,other,677.0,0.0463,282xx,NC,0,0,129589.63
337,10000,1/1/2016,debt_consolidation,300.0,0.3556,461xx,IN,0,0,28121.48
338,1500,1/1/2016,moving,300.0,0.244,294xx,SC,0,0,6147.54
339,7000,1/1/2016,debt_consolidation,300.0,0.0904,900xx,CA,0,0,77433.63
340,15000,1/1/2016,debt_consolidation,729.0,0.48090000000000005,347xx,FL,0,0,31191.52
341,2500,1/1/2016,major_purchase,300.0,1.3903999999999999,359xx,AL,0,0,1798.04
342,9000,1/1/2016,debt_consolidation,300.0,0.09609999999999999,312xx,GA,0,0,93652.45
343,16800,1/1/2016,debt_consolidation,300.0,0.4572,724xx,AR,0,0,36745.41
344,2500,1/1/2016,other,300.0,0.0368,282xx,NC,0,0,67934.78
345,35000,1/1/2016,debt_consolidation,300.0,0.43799999999999994,968xx,HI,0,0,79908.68
346,12100,1/1/2016,debt_consolidation,300.0,0.17489999999999997,028xx,RI,0,0,69182.39
347,20000,1/1/2016,medical,300.0,0.128,105xx,NY,0,0,156250.0
348,5000,1/1/2016,debt_consolidation,300.0,0.41700000000000004,262xx,WV,0,0,11990.41
349,20000,1/1/2016,debt_consolidation,300.0,0.6236,767xx,TX,0,0,32071.84
350,16400,1/1/2016,debt_consolidation,300.0,0.4572,724xx,AR,0,0,35870.52
351,3000,1/1/2016,debt_consolidation,300.0,0.187,062xx,CT,0,0,16042.78
352,20000,1/1/2016,other,300.0,0.1093,816xx,CO,0,0,182982.62
353,1000,1/1/2016,debt_consolidation,300.0,0.1211,285xx,NC,0,0,8257.64
354,15000,1/1/2016,debt_consolidation,300.0,0.3423,630xx,MO,0,0,43821.21
355,1800,1/1/2016,debt_consolidation,511.0,0.1157,852xx,AZ,0,0,15557.48
356,5000,1/1/2016,debt_consolidation,300.0,0.2421,773xx,TX,0,0,20652.62
357,35000,1/1/2016,major_purchase,300.0,0.3517,235xx,VA,5 years,0,99516.63
358,35000,1/1/2016,debt_consolidation,300.0,0.1307,054xx,VT,0,0,267788.83
359,10000,1/1/2016,home_improvement,617.0,0.1548,339xx,FL,0,0,64599.48
360,5000,1/1/2016,debt_consolidation,300.0,0.08039999999999999,060xx,CT,0,0,62189.05
361,8000,1/1/2016,debt_consolidation,300.0,0.34149999999999997,762xx,TX,0,0,23426.06
362,35000,1/1/2016,debt_consolidation,643.0,0.35810000000000003,339xx,FL,0,0,97738.06
363,15000,1/1/2016,debt_consolidation,300.0,0.38880000000000003,752xx,TX,0,0,38580.25
364,10000,1/1/2016,debt_consolidation,300.0,0.0623,631xx,MO,0,0,160513.64
365,3500,1/1/2016,home_improvement,300.0,0.1945,287xx,NC,0,0,17994.86
366,4500,1/1/2016,other,757.0,0.2717,952xx,CA,0,0,16562.38
367,10000,1/1/2016,moving,300.0,0.0,295xx,SC,0,0,0.0
368,35000,1/1/2016,debt_consolidation,300.0,0.1576,190xx,PA,0,0,222081.22
369,5000,1/1/2016,other,300.0,0.1158,756xx,TX,0,0,43177.89
370,35000,1/1/2016,home_improvement,300.0,0.1923,169xx,PA,0,0,182007.28
371,1000,1/1/2016,other,606.0,0.0288,300xx,GA,0,0,34722.22
372,26300,1/1/2016,debt_consolidation,300.0,0.3011,378xx,TN,0,0,87346.4
373,8500,1/1/2016,debt_consolidation,300.0,0.4122,714xx,LA,0,0,20621.06
374,15000,1/1/2016,debt_consolidation,300.0,0.22510000000000002,067xx,CT,0,0,66637.05
375,8000,1/1/2016,debt_consolidation,300.0,0.3899,764xx,TX,0,0,20518.08
376,10000,1/1/2016,home_improvement,300.0,0.0,971xx,OR,0,0,0.0
377,6000,1/1/2016,Debt consolidation,300.0,0.14880000000000002,336xx,FL,10,0,40322.58
378,10000,1/1/2016,small_business,300.0,-0.01,900xx,CA,0,0,-1000000.0
379,4000,1/1/2016,debt_consolidation,300.0,0.0163,778xx,TX,0,0,245398.77
380,11000,1/1/2016,debt_consolidation,300.0,1.494,439xx,OH,0,0,7362.78
381,20000,1/1/2016,debt_consolidation,300.0,0.40850000000000003,900xx,CA,5 years,0,48959.61
382,30700,1/1/2016,debt_consolidation,300.0,0.1931,195xx,PA,0,0,158984.98
383,9000,1/1/2016,Debt consolidation,300.0,0.038599999999999995,016xx,MA,5 years,0,233160.62
384,10000,1/1/2016,debt_consolidation,300.0,0.24,672xx,KS,0,0,41666.67
385,18000,1/1/2016,credit_card,631.0,0.2664,310xx,GA,0,0,67567.57
386,3000,1/1/2016,other,300.0,0.0482,731xx,OK,5 years,0,62240.66
387,6500,1/1/2016,Debt consolidation,300.0,0.24989999999999998,226xx,VA,9 years,2,26010.4
388,35000,1/1/2016,home_improvement,300.0,0.1162,169xx,PA,0,0,301204.82
389,5000,1/1/2016,other,300.0,0.0062,217xx,MD,0,0,806451.61
390,6000,1/1/2016,other,300.0,0.024,140xx,NY,5 years,0,250000.0
391,10000,1/1/2016,debt_consolidation,300.0,0.5820000000000001,585xx,ND,0,0,17182.13
392,1000,1/1/2016,debt_consolidation,300.0,0.21780000000000002,925xx,CA,0,0,4591.37
393,5000,1/1/2016,debt_consolidation,300.0,0.0793,027xx,MA,0,0,63051.7
394,10000,1/1/2016,debt_consolidation,300.0,0.1016,212xx,MD,0,0,98425.2
395,3000,1/1/2016,other,606.0,0.158,339xx,FL,0,0,18987.34
396,5800,1/1/2016,debt_consolidation,300.0,0.3685,112xx,NY,0,0,15739.48
397,7500,1/1/2016,debt_consolidation,300.0,0.2726,334xx,FL,0,0,27512.84
398,1000,1/1/2016,debt_consolidation,300.0,0.008199999999999999,925xx,CA,0,0,121951.22
399,13000,1/1/2016,debt_consolidation,300.0,0.4496,565xx,MN,0,0,28914.59
400,1600,1/1/2016,debt_consolidation,300.0,0.2032,100xx,NY,0,0,7874.02
401,35000,1/1/2016,debt_consolidation,300.0,-0.01,300xx,GA,0,0,-3500000.0
402,7000,1/1/2016,credit_card,300.0,0.1819,150xx,PA,0,0,38482.68
403,35000,1/1/2016,car,300.0,0.0949,333xx,FL,5 years,0,368809.27
404,20000,1/1/2016,debt_consolidation,626.0,0.2847,421xx,KY,0,0,70249.39
405,33000,1/1/2016,other,300.0,0.109,347xx,FL,0,0,302752.29
406,1200,1/1/2016,medical,300.0,0.0,338xx,FL,0,0,0.0
407,5500,1/1/2016,credit_card,300.0,0.21539999999999998,434xx,OH,0,0,25533.89
408,10000,1/1/2016,small_business,300.0,0.2584,366xx,AL,5 years,0,38699.69
409,3000,1/1/2016,medical,300.0,-0.01,275xx,NC,0,0,-300000.0
410,35000,1/1/2016,credit_card,300.0,0.0034000000000000002,757xx,TX,5 years,0,10294117.65
411,1000,1/1/2016,debt_consolidation,530.0,0.0138,220xx,VA,0,0,72463.77
412,19700,1/1/2016,debt_consolidation,300.0,0.1801,021xx,MA,0,0,109383.68
413,35000,1/1/2016,Credit card refinancing,657.0,0.22699999999999998,688xx,NE,6 years,0,154185.02
414,1100,1/1/2016,debt_consolidation,300.0,0.34149999999999997,151xx,PA,0,0,3221.08
415,10000,1/1/2016,debt_consolidation,300.0,0.42829999999999996,232xx,VA,0,0,23348.12
416,20000,1/1/2016,debt_consolidation,300.0,0.27940000000000004,891xx,NV,0,0,71581.96
417,30000,1/1/2016,debt_consolidation,300.0,0.5573,925xx,CA,0,0,53830.97
418,30500,1/1/2016,debt_consolidation,300.0,0.2184,782xx,TX,0,0,139652.01
419,25000,1/1/2016,home_improvement,300.0,0.24280000000000002,238xx,VA,0,0,102965.4
420,20000,1/1/2016,debt_consolidation,300.0,3.7354000000000003,109xx,NY,0,0,5354.18
421,4800,1/1/2016,other,300.0,0.3031,481xx,MI,0,0,15836.36
422,6700,1/1/2016,debt_consolidation,300.0,0.11470000000000001,362xx,AL,0,0,58413.25
423,5000,1/1/2016,debt_consolidation,300.0,0.2302,402xx,KY,0,0,21720.24
424,8000,1/1/2016,debt_consolidation,300.0,0.43320000000000003,305xx,GA,0,0,18467.22
425,2500,1/1/2016,debt_consolidation,300.0,0.045,700xx,LA,0,0,55555.56
426,1000,1/1/2016,debt_consolidation,300.0,0.1159,750xx,TX,0,0,8628.13
427,17000,1/1/2016,debt_consolidation,300.0,0.0897,687xx,NE,0,0,189520.62
428,4000,1/1/2016,debt_consolidation,680.0,0.1475,028xx,RI,0,0,27118.64
429,5000,1/1/2016,debt_consolidation,300.0,0.6551,809xx,CO,0,0,7632.42
430,35000,1/1/2016,debt_consolidation,300.0,0.4188,163xx,PA,0,0,83572.11
431,25000,1/1/2016,debt_consolidation,718.0,0.45840000000000003,273xx,NC,0,0,54537.52
432,10000,1/1/2016,house,300.0,0.0,952xx,CA,5 years,0,0.0
433,17000,1/1/2016,Debt consolidation,300.0,0.1421,035xx,NH,10,0,119634.06
434,10000,1/1/2016,debt_consolidation,300.0,0.0999,115xx,NY,0,0,100100.1
435,5000,1/1/2016,debt_consolidation,300.0,0.15990000000000001,132xx,NY,0,0,31269.54
436,10000,1/1/2016,car,300.0,0.3337,441xx,OH,0,0,29967.04
437,1000,1/1/2016,debt_consolidation,300.0,0.5122,678xx,KS,0,0,1952.36
438,16900,1/1/2016,debt_consolidation,300.0,0.26649999999999996,604xx,IL,0,0,63414.63
439,20000,1/1/2016,debt_consolidation,300.0,0.2685,853xx,AZ,0,0,74487.9
440,5000,1/1/2016,debt_consolidation,550.0,1.3265,714xx,LA,0,0,3769.32
441,8200,1/1/2016,debt_consolidation,300.0,0.0917,328xx,FL,0,0,89422.03
442,4000,1/1/2016,debt_consolidation,300.0,0.10490000000000001,272xx,NC,0,0,38131.55
443,11000,1/1/2016,credit_card,709.0,0.12029999999999999,021xx,MA,0,0,91438.07
444,35000,1/1/2016,debt_consolidation,300.0,0.0364,871xx,NM,5 years,0,961538.46
445,1000,1/1/2016,other,300.0,0.0,958xx,CA,0,0,0.0
446,5000,1/1/2016,debt_consolidation,300.0,0.034300000000000004,322xx,FL,0,0,145772.59
447,7400,1/1/2016,debt_consolidation,300.0,0.2788,891xx,NV,0,0,26542.32
448,5000,1/1/2016,home_improvement,300.0,0.07200000000000001,020xx,MA,0,0,69444.44
449,3000,1/1/2016,vacation,629.0,0.0,209xx,MD,0,0,0.0
450,28000,1/1/2016,debt_consolidation,641.0,0.058499999999999996,895xx,NV,0,0,478632.48
451,25000,1/1/2016,debt_consolidation,620.0,0.3531,344xx,FL,0,0,70801.47
452,15200,1/1/2016,debt_consolidation,300.0,0.3582,273xx,NC,0,0,42434.39
453,30000,1/1/2016,debt_consolidation,628.0,0.1685,711xx,LA,0,0,178041.54
454,6000,1/1/2016,home_improvement,300.0,0.7092,109xx,NY,0,0,8460.24
455,18000,1/1/2016,other,300.0,0.43829999999999997,189xx,PA,0,0,41067.76
456,16000,1/1/2016,debt_consolidation,300.0,0.40399999999999997,010xx,MA,0,0,39603.96
457,9350,1/1/2016,debt_consolidation,681.0,0.0294,681xx,NE,0,0,318027.21
458,10000,1/1/2016,car,300.0,0.0924,180xx,PA,0,0,108225.11
459,30000,1/1/2016,credit_card,645.0,0.386,306xx,GA,0,0,77720.21
460,3000,1/1/2016,debt_consolidation,555.0,0.1881,794xx,TX,0,0,15948.96
461,3000,1/1/2016,debt_consolidation,300.0,0.226,285xx,NC,5 years,0,13274.34
462,5000,1/1/2016,debt_consolidation,300.0,0.4756,545xx,WI,0,0,10513.04
463,25000,1/1/2016,credit_card,300.0,0.1338,857xx,AZ,5 years,0,186846.04
464,6000,1/1/2016,debt_consolidation,300.0,0.20309999999999997,447xx,OH,0,0,29542.1
465,15000,1/1/2016,debt_consolidation,300.0,0.5503,606xx,IL,5 years,0,27257.86
466,25000,1/1/2016,debt_consolidation,300.0,99.99,294xx,SC,0,0,250.03
467,10000,1/1/2016,home_improvement,300.0,0.4163,300xx,GA,5 years,0,24021.14
468,10000,1/1/2016,debt_consolidation,300.0,0.041100000000000005,257xx,WV,0,0,243309.0
469,8000,1/1/2016,major_purchase,300.0,0.21,370xx,TN,0,0,38095.24
470,4500,1/1/2016,debt_consolidation,300.0,0.0758,791xx,TX,0,0,59366.75
471,35000,1/1/2016,debt_consolidation,300.0,1.135,350xx,AL,0,0,30837.0
472,25000,1/1/2016,debt_consolidation,300.0,99.99,234xx,VA,0,0,250.03
473,50000,1/1/2016,Business Loan,300.0,-0.01,381xx,TN,0,0,-5000000.0
474,10600,1/1/2016,debt_consolidation,300.0,0.1696,767xx,TX,0,0,62500.0
475,35000,1/1/2016,debt_consolidation,300.0,0.24559999999999998,770xx,TX,5 years,0,142508.14
476,8000,1/1/2016,credit_card,300.0,-0.01,235xx,VA,0,0,-800000.0
477,15000,1/1/2016,debt_consolidation,300.0,0.16399999999999998,447xx,OH,0,0,91463.41
478,12000,1/1/2016,debt_consolidation,300.0,0.20600000000000002,675xx,KS,0,0,58252.43
479,2000,1/1/2016,other,300.0,0.011200000000000002,435xx,OH,0,0,178571.43
480,35000,1/1/2016,Debt consolidation,300.0,0.40090000000000003,986xx,WA,10,0,87303.57
481,1000,1/1/2016,other,620.0,0.029300000000000003,773xx,TX,0,0,34129.69
482,7500,1/1/2016,moving,300.0,0.4163,300xx,GA,0,0,18015.85
483,10000,1/1/2016,debt_consolidation,300.0,0.18420000000000003,662xx,KS,0,0,54288.82
484,6000,1/1/2016,debt_consolidation,300.0,0.1568,606xx,IL,0,0,38265.31
485,35000,1/1/2016,home_improvement,300.0,0.031,770xx,TX,5 years,0,1129032.26
486,5000,1/1/2016,debt_consolidation,595.0,0.1566,422xx,KY,0,0,31928.48
487,30000,1/1/2016,credit_card,300.0,0.40090000000000003,463xx,IN,0,0,74831.63
488,15000,1/1/2016,debt_consolidation,300.0,0.1116,985xx,WA,5 years,0,134408.6
489,30000,1/1/2016,major_purchase,300.0,0.1795,391xx,MS,0,0,167130.92
490,6000,1/1/2016,debt_consolidation,676.0,0.0908,707xx,LA,0,0,66079.3
491,5000,1/1/2016,debt_consolidation,300.0,0.43450000000000005,112xx,NY,0,0,11507.48
492,3000,1/1/2016,debt_consolidation,300.0,0.0495,424xx,KY,0,0,60606.06
493,31500,1/1/2016,Credit card refinancing,653.0,0.37070000000000003,293xx,SC,10,0,84974.37
494,25000,1/1/2016,Business,300.0,0.13369999999999999,070xx,NJ,5 years,0,186985.79
495,10000,1/1/2016,debt_consolidation,300.0,0.2004,458xx,OH,5 years,0,49900.2
496,5000,1/1/2016,moving,300.0,0.0086,277xx,NC,0,0,581395.35
497,10000,1/1/2016,other,300.0,0.29760000000000003,367xx,AL,0,0,33602.15
498,4700,1/1/2016,debt_consolidation,300.0,0.16519999999999999,290xx,SC,0,0,28450.36
499,4900,1/1/2016,debt_consolidation,300.0,0.22690000000000002,257xx,WV,0,0,21595.42
500,20000,1/1/2016,home_improvement,300.0,0.1883,135xx,NY,0,0,106213.49
501,3000,1/1/2016,other,621.0,0.27399999999999997,921xx,CA,0,0,10948.91
502,4200,1/1/2016,debt_consolidation,300.0,0.4384,057xx,VT,0,0,9580.29
503,15000,1/1/2016,credit_card,300.0,0.228,442xx,OH,5 years,0,65789.47
504,2000,1/1/2016,other,300.0,0.2145,481xx,MI,0,0,9324.01
505,10000,1/1/2016,debt_consolidation,300.0,0.1643,272xx,NC,0,0,60864.27
506,15000,1/1/2016,debt_consolidation,300.0,0.147,808xx,CO,0,0,102040.82
507,15000,1/1/2016,car,300.0,0.0025,427xx,KY,0,0,6000000.0
508,3000,1/1/2016,small_business,613.0,0.11410000000000001,331xx,FL,0,0,26292.73
509,20000,1/1/2016,debt_consolidation,300.0,0.3235,714xx,LA,0,0,61823.8
510,3000,1/1/2016,debt_consolidation,300.0,0.15289999999999998,658xx,MO,5 years,0,19620.67
511,3000,1/1/2016,debt_consolidation,300.0,0.2238,770xx,TX,0,0,13404.83
512,1500,1/1/2016,debt_consolidation,300.0,0.08710000000000001,606xx,IL,0,0,17221.58
513,11000,1/1/2016,credit_card,652.0,0.4551,422xx,KY,0,0,24170.51
514,5000,1/1/2016,debt_consolidation,575.0,0.13269999999999998,337xx,FL,0,0,37678.98
515,9000,1/1/2016,debt_consolidation,300.0,0.07719999999999999,156xx,PA,0,0,116580.31
516,5000,1/1/2016,credit_card,300.0,0.5696,371xx,TN,5 years,0,8778.09
517,9000,1/1/2016,debt_consolidation,300.0,0.46140000000000003,638xx,MO,0,0,19505.85
518,8000,1/1/2016,debt_consolidation,300.0,0.1301,454xx,OH,0,0,61491.16
519,34000,1/1/2016,debt_consolidation,300.0,0.7098,600xx,IL,0,0,47900.82
520,3000,1/1/2016,debt_consolidation,300.0,0.0724,245xx,VA,0,0,41436.46
521,6000,1/1/2016,debt_consolidation,679.0,0.038599999999999995,950xx,CA,10,0,155440.41
522,10000,1/1/2016,Debt consolidation,300.0,0.1648,371xx,TN,10,0,60679.61
523,2000,1/1/2016,major_purchase,593.0,0.1002,685xx,NE,0,0,19960.08
524,1000,1/1/2016,debt_consolidation,300.0,0.10980000000000001,309xx,GA,0,0,9107.47
525,6000,1/1/2016,debt_consolidation,300.0,0.1411,113xx,NY,0,0,42523.03
526,2000,1/1/2016,car,300.0,0.0975,294xx,SC,0,0,20512.82
527,10000,1/1/2016,major_purchase,700.0,0.1784,349xx,FL,0,0,56053.81
528,5000,1/1/2016,debt_consolidation,300.0,0.1294,395xx,MS,5 years,0,38639.88
529,2500,1/1/2016,other,300.0,0.1447,452xx,OH,0,0,17277.13
530,1000,1/1/2016,major_purchase,684.0,0.011000000000000001,066xx,CT,0,0,90909.09
531,5000,1/1/2016,debt_consolidation,300.0,0.1524,410xx,KY,0,0,32808.4
532,35000,1/1/2016,debt_consolidation,300.0,0.3472,134xx,NY,0,0,100806.45
533,15000,1/1/2016,debt_consolidation,300.0,0.1374,480xx,MI,5 years,0,109170.31
534,4000,1/1/2016,debt_consolidation,300.0,0.1881,078xx,NJ,0,0,21265.28
535,20000,1/1/2016,moving,300.0,0.0051,330xx,FL,0,0,3921568.63
536,25000,1/1/2016,small_business,300.0,0.0151,660xx,KS,0,0,1655629.14
537,5000,1/1/2016,other,300.0,0.0,853xx,AZ,0,0,0.0
538,10000,1/1/2016,debt_consolidation,650.0,0.37939999999999996,275xx,NC,0,0,26357.41
539,26000,1/1/2016,debt_consolidation,300.0,0.041299999999999996,112xx,NY,0,0,629539.95
540,26000,1/1/2016,debt_consolidation,300.0,0.2701,815xx,CO,0,0,96260.64
541,2000,1/1/2016,debt_consolidation,300.0,0.3071,329xx,FL,0,0,6512.54
542,5000,1/1/2016,debt_consolidation,300.0,0.1577,347xx,FL,0,0,31705.77
543,1000,1/1/2016,other,522.0,0.058499999999999996,236xx,VA,0,0,17094.02
544,20000,1/1/2016,debt_consolidation,300.0,0.14980000000000002,573xx,SD,0,0,133511.35
545,10000,1/1/2016,medical,300.0,0.22899999999999998,115xx,NY,0,0,43668.12
546,15000,1/1/2016,Debt consolidation,300.0,0.0969,305xx,GA,4 years,0,154798.76
547,35000,1/1/2016,major_purchase,300.0,0.0513,465xx,IN,0,0,682261.21
548,8000,1/1/2016,credit_card,300.0,0.2697,287xx,NC,0,0,29662.59
549,2000,1/1/2016,debt_consolidation,300.0,0.1941,122xx,NY,0,0,10303.97
550,31500,1/1/2016,debt_consolidation,653.0,0.5797,293xx,SC,0,0,54338.45
551,20000,1/1/2016,debt_consolidation,300.0,0.17559999999999998,344xx,FL,0,0,113895.22
552,2500,1/1/2016,Major purchase,300.0,0.1159,741xx,OK,1 year,2,21570.32
553,15000,1/1/2016,home_improvement,300.0,0.1417,958xx,CA,0,0,105857.45
554,35000,1/1/2016,major_purchase,300.0,0.02,323xx,FL,0,0,1750000.0
555,20000,1/1/2016,debt_consolidation,300.0,0.2722,293xx,SC,0,0,73475.39
556,1000,1/1/2016,other,300.0,0.17600000000000002,370xx,TN,0,0,5681.82
557,40000,1/1/2016,Business Loan,300.0,-0.01,147xx,NY,0,0,-4000000.0
558,35000,1/1/2016,Home improvement,300.0,0.1483,301xx,GA,10,0,236008.09
559,3000,1/1/2016,moving,300.0,-0.01,104xx,NY,5 years,0,-300000.0
560,10200,1/1/2016,debt_consolidation,300.0,0.7757,373xx,TN,0,0,13149.41
561,5000,1/1/2016,debt_consolidation,300.0,0.4086,148xx,NY,0,0,12236.91
562,5000,1/1/2016,home_improvement,300.0,0.19510000000000002,283xx,NC,0,0,25627.88
563,10000,1/1/2016,debt_consolidation,300.0,0.052199999999999996,488xx,MI,5 years,0,191570.88
564,10000,1/1/2016,debt_consolidation,300.0,0.3506,460xx,IN,5 years,0,28522.53
565,20000,1/1/2016,Debt consolidation,300.0,0.13269999999999998,080xx,NJ,10,0,150715.9
566,8000,1/1/2016,debt_consolidation,300.0,0.24960000000000002,711xx,LA,0,0,32051.28
567,25000,1/1/2016,debt_consolidation,300.0,1.1837,302xx,GA,0,0,21120.22
568,7000,1/1/2016,debt_consolidation,300.0,0.174,019xx,MA,0,0,40229.89
569,18000,1/1/2016,other,300.0,0.1446,112xx,NY,0,0,124481.33
570,21000,1/1/2016,debt_consolidation,300.0,0.4119,655xx,MO,5 years,0,50983.25
571,30000,1/1/2016,Debt consolidation,300.0,0.3577,467xx,IN,10,0,83869.16
572,15000,1/1/2016,debt_consolidation,300.0,0.1744,469xx,IN,0,0,86009.17
573,5500,1/1/2016,wedding,772.0,0.10619999999999999,334xx,FL,0,0,51789.08
574,10000,1/1/2016,debt_consolidation,300.0,0.1436,451xx,OH,0,0,69637.88
575,15000,1/1/2016,major_purchase,300.0,0.7533,052xx,VT,5 years,0,19912.39
576,15000,1/1/2016,debt_consolidation,300.0,0.0716,331xx,FL,0,0,209497.21
577,8500,1/1/2016,debt_consolidation,710.0,0.0101,207xx,MD,0,0,841584.16
578,15000,1/1/2016,debt_consolidation,300.0,0.3468,437xx,OH,0,0,43252.6
579,8000,1/1/2016,debt_consolidation,300.0,0.44920000000000004,137xx,NY,0,0,17809.44
580,17000,1/1/2016,debt_consolidation,300.0,0.22719999999999999,283xx,NC,0,0,74823.94
581,6000,1/1/2016,debt_consolidation,300.0,0.365,764xx,TX,0,0,16438.36
582,4000,1/1/2016,debt_consolidation,562.0,0.2025,061xx,CT,0,0,19753.09
583,35000,1/1/2016,credit_card,300.0,0.2818,787xx,TX,0,0,124201.56
584,2400,1/1/2016,debt_consolidation,300.0,0.042199999999999994,484xx,MI,0,0,56872.04
585,13000,1/1/2016,credit_card,300.0,0.1441,327xx,FL,5 years,0,90215.13
586,25000,1/1/2016,debt_consolidation,300.0,0.1543,300xx,GA,0,0,162022.03
587,10000,1/1/2016,credit_card,300.0,0.4435,554xx,MN,5 years,0,22547.91
588,10000,1/1/2016,house,300.0,0.17809999999999998,531xx,WI,0,0,56148.23
589,15000,1/1/2016,debt_consolidation,300.0,0.3171,130xx,NY,0,0,47303.69
590,5000,1/1/2016,debt_consolidation,300.0,0.1686,300xx,GA,0,0,29655.99
591,2500,1/1/2016,home_improvement,300.0,0.2311,042xx,ME,0,0,10817.83
592,20000,1/1/2016,debt_consolidation,300.0,0.4986,292xx,SC,5 years,0,40112.31
593,20000,1/1/2016,debt_consolidation,719.0,0.2046,065xx,CT,0,0,97751.71
594,1000,1/1/2016,debt_consolidation,300.0,0.1938,371xx,TN,5 years,0,5159.96
595,20000,1/1/2016,debt_consolidation,300.0,0.4484,631xx,MO,0,0,44603.03
596,20000,1/1/2016,Business Loan,300.0,-0.01,376xx,TN,0,0,-2000000.0
597,35000,1/1/2016,debt_consolidation,300.0,0.47369999999999995,662xx,KS,0,0,73886.43
598,17000,1/1/2016,car,300.0,0.8419,351xx,AL,5 years,0,20192.42
599,9000,1/1/2016,debt_consolidation,300.0,0.4727,432xx,OH,0,0,19039.56
600,15000,1/1/2016,debt_consolidation,300.0,0.187,336xx,FL,0,0,80213.9
601,1000,1/1/2016,debt_consolidation,300.0,0.054000000000000006,774xx,TX,0,0,18518.52
602,4000,1/1/2016,debt_consolidation,300.0,0.23309999999999997,278xx,NC,0,0,17160.02
603,10000,1/1/2016,Credit card refinancing,300.0,0.1679,076xx,NJ,4 years,0,59559.26
604,25400,1/1/2016,debt_consolidation,300.0,0.3576,107xx,NY,0,0,71029.08
605,11000,1/1/2016,debt_consolidation,654.0,0.44409999999999994,297xx,SC,0,0,24769.2
606,1000,1/1/2016,debt_consolidation,300.0,0.012,648xx,MO,5 years,0,83333.33
607,2000,1/1/2016,moving,300.0,0.6403,801xx,CO,5 years,0,3123.54
608,7000,1/1/2016,debt_consolidation,300.0,0.2005,604xx,IL,5 years,0,34912.72
609,3000,1/1/2016,major_purchase,300.0,0.3678,116xx,NY,0,0,8156.61
610,1000,1/1/2016,other,300.0,0.0452,770xx,TX,0,0,22123.89
611,30100,1/1/2016,debt_consolidation,300.0,0.3099,296xx,SC,0,0,97128.11
612,1000,1/1/2016,other,300.0,0.0052,760xx,TX,5 years,0,192307.69
613,15000,1/1/2016,debt_consolidation,300.0,0.1139,370xx,TN,0,0,131694.47
614,35000,1/1/2016,debt_consolidation,300.0,0.40259999999999996,245xx,VA,0,0,86934.92
615,1000,1/1/2016,major_purchase,300.0,0.1743,488xx,MI,5 years,0,5737.23
616,5000,1/1/2016,medical,300.0,-0.01,080xx,NJ,5 years,0,-500000.0
617,25000,1/1/2016,home_improvement,300.0,0.3209,290xx,SC,0,0,77905.89
618,35000,1/1/2016,major_purchase,300.0,0.1257,016xx,MA,0,0,278440.73
619,1000,1/1/2016,small_business,300.0,0.9215000000000001,112xx,NY,0,0,1085.19
620,35000,1/1/2016,debt_consolidation,300.0,0.3992,341xx,FL,0,0,87675.35
621,8000,1/1/2016,debt_consolidation,300.0,0.0833,342xx,FL,0,0,96038.42
