,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,adjusted_int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,State,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,FicoScore,derived_emp_length,UPB,RiskScorePercent
525,96154439,103248160,8000,8000,8000, 36 months,0.11,11.0,263.78,9 years,MORTGAGE,38800.0,Not Verified,16-Dec,Current,credit_card,KS,16,6.82,0,May-00,0,24.0,54.0,7,1,4940,59.50%,9,w,7623.85,7623.85,514.79,514.79,376.15,138.64,0.0,0,0,17-Mar,263.78,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,318,81840,2,0,0,0,196.0,0,,3,5,3341,56,8300,0,0,2,6,11691,2174.0,68.9,0,0,199.0,24,2,2,1,2.0,,0.0,,0,3,4,3,3,2,5,5,4,7,0.0,0,0,3,100.0,33.3,0,1,118797,6119,7000,0,43.75,9,6.316824382450535,25.0
526,96044333,103138051,21500,21500,21500, 60 months,0.1,10.0,462.02,< 1 year,RENT,200000.0,Source Verified,16-Dec,Fully Paid,credit_card,TX,43,12.23,0,2-Dec,0,24.0,,28,0,25098,52.90%,59,w,0.0,0.0,21927.63794,21927.64,21500.0,427.64,0.0,0,0,17-Mar,21496.94,,17-Mar,0,,INDIVIDUAL,,,0,0,391815,3,15,3,5,3.0,159023,122.0,3,4,7460,100,47400,0,7,3,9,13993,14604.0,61.4,0,0,146.0,168,3,3,2,3.0,,3.0,,0,5,6,6,12,35,12,22,6,28,0.0,0,0,6,100.0,33.3,0,0,400656,184121,37800,137986,46.25,0,100.0,0.0
527,96024283,103118002,20000,20000,20000, 36 months,0.15,15.0,693.21,5 years,OWN,80000.0,Source Verified,16-Dec,Current,debt_consolidation,TX,43,19.38,0,7-Aug,0,80.0,,13,0,30498,57.30%,38,w,19107.71,19107.71,1344.78,1344.78,892.29,452.49,0.0,0,0,17-Mar,693.21,17-Apr,17-Mar,0,80.0,INDIVIDUAL,,,0,0,71958,0,2,0,0,36.0,41460,75.0,1,1,6912,66,53200,0,0,2,1,5535,11553.0,63.3,0,0,112.0,106,7,7,0,29.0,80.0,7.0,80.0,1,5,9,7,9,23,11,15,9,13,0.0,0,0,1,100.0,57.1,0,0,108507,71958,31500,55307,44.95,5,6.571805779668476,25.0
528,96033314,103127028,18500,18500,18500, 36 months,0.11,11.0,609.97,10+ years,RENT,67000.0,Verified,16-Dec,Current,debt_consolidation,AZ,3,17.03,0,Oct-99,0,24.0,,7,0,17360,86.40%,17,f,17630.19,17630.19,1190.42,1190.42,869.81,320.61,0.0,0,0,17-Mar,609.97,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,98,32292,0,1,0,0,32.0,14932,60.0,0,0,4719,72,20100,0,4,0,0,4613,1872.0,89.7,0,0,147.0,206,39,32,0,42.0,,,,0,5,6,5,7,5,6,12,6,7,0.0,0,0,0,100.0,100.0,0,0,44988,32292,18100,24888,44.95,10,6.323060573857599,25.0
529,96164273,103257992,5000,5000,5000, 36 months,0.13,13.0,169.66,10+ years,MORTGAGE,65000.0,Verified,16-Dec,Fully Paid,debt_consolidation,NM,31,34.12,0,5-Apr,0,24.0,84.0,16,1,12361,49.20%,17,w,0.0,0.0,5048.669432,5048.67,5000.0,48.67,0.0,0,0,17-Feb,5058.04,,17-Mar,0,,INDIVIDUAL,,,0,630,51055,0,3,0,2,18.0,38694,49.0,0,1,3313,49,25100,0,0,0,3,3647,298.0,97.3,0,0,140.0,110,15,15,0,54.0,,18.0,,0,5,10,5,5,3,13,14,10,16,0.0,0,0,0,100.0,100.0,1,0,89902,51055,11000,64802,43.75,10,100.0,0.0
530,95332534,102354334,10000,10000,10000, 36 months,0.16,16.0,351.53,< 1 year,RENT,33000.0,Source Verified,16-Dec,Current,debt_consolidation,FL,9,23.38,0,Jul-98,0,24.0,,8,0,8808,59.10%,9,f,9560.53,9560.53,680.85,680.85,439.47,241.38,0.0,0,0,17-Mar,351.53,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,794,23100,0,1,0,1,22.0,14292,76.0,3,3,2649,69,14900,1,0,2,4,3300,3400.0,65.3,0,0,22.0,221,12,12,0,12.0,,12.0,,0,4,5,4,4,1,7,8,5,8,0.0,0,0,3,100.0,25.0,0,0,33599,23100,9800,18699,37.75,0,6.640625,25.0
531,95932094,103288186,13000,13000,13000, 60 months,0.13,13.0,299.07,10+ years,OWN,53000.0,Not Verified,16-Dec,Current,credit_card,TN,42,19.2,0,6-May,0,75.0,,12,0,13247,51.70%,24,w,12692.42,12692.42,573.78,573.78,307.58,266.2,0.0,0,0,17-Mar,299.07,17-Apr,17-Mar,0,75.0,INDIVIDUAL,,,0,0,141441,2,6,2,2,4.0,128194,68.0,1,1,5173,63,25600,0,2,1,3,11787,4414.0,62.3,0,0,127.0,116,7,4,0,7.0,,7.0,,2,2,6,2,4,16,6,8,6,12,0.0,0,0,3,91.7,50.0,0,0,159951,141441,11700,134351,43.75,10,4.319638145495666,50.0
532,95835787,102897507,20000,20000,20000, 36 months,0.24,24.0,784.56,< 1 year,RENT,87000.0,Verified,16-Dec,Current,debt_consolidation,NY,32,7.63,0,10-Nov,0,24.0,,6,0,5614,93.60%,6,f,19222.86,19222.86,1502.48,1502.48,777.14,725.34,0.0,0,0,17-Mar,784.56,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,69,10915,0,1,0,1,19.0,5301,53.0,0,1,1834,68,6000,0,0,0,2,1819,75.0,98.5,0,0,19.0,73,13,13,0,13.0,,13.0,,0,4,5,4,4,1,5,5,5,6,0.0,0,0,0,100.0,100.0,0,0,16000,10915,5100,10000,37.75,0,7.247635591584636,25.0
533,96194601,103302423,8000,8000,8000, 36 months,0.17,17.0,285.19,3 years,MORTGAGE,30000.0,Verified,16-Dec,Current,debt_consolidation,NY,32,22.6,1,7-Jun,0,14.0,,16,0,693,9.40%,21,f,7653.72,7653.72,551.5,551.5,346.28,205.22,0.0,0,0,17-Mar,285.19,17-Apr,17-Mar,0,,JOINT,60000.0,22.66,0,1111,35362,2,10,0,1,20.0,34669,106.0,2,2,689,88,7400,0,0,1,3,2210,2907.0,19.3,0,0,110.0,114,0,0,0,0.0,14.0,9.0,14.0,0,3,3,3,3,15,6,6,3,16,0.0,0,0,2,95.2,33.3,0,0,40236,35362,3600,32836,43.75,3,6.716235982447587,50.0
534,95954245,103047970,10000,10000,10000, 36 months,0.07,7.0,309.87,n/a,OWN,52000.0,Not Verified,16-Dec,Current,debt_consolidation,FL,9,20.32,0,5-Jul,0,24.0,,19,0,6380,9.90%,47,w,9499.42,9499.42,609.68,609.68,500.58,109.1,0.0,0,0,17-Mar,309.87,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,153287,1,2,1,2,11.0,19912,56.0,2,6,2560,26,64500,0,2,1,10,8068,42064.0,8.0,0,0,113.0,137,4,4,6,4.0,,8.0,,0,4,6,14,20,7,16,34,6,19,0.0,0,0,4,100.0,0.0,0,0,230106,26292,45700,35793,46.25,n/a,6.024930747922438,25.0
535,95706560,102768286,10000,10000,10000, 36 months,0.08,8.0,314.48,10+ years,MORTGAGE,140000.0,Source Verified,16-Dec,Current,debt_consolidation,TX,43,5.32,0,Oct-98,0,32.0,,6,0,6144,74.90%,14,f,9506.68,9506.68,622.1,622.1,493.32,128.78,0.0,0,0,17-Mar,314.48,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,126,129168,0,1,0,0,116.0,8030,36.0,0,0,3861,52,8200,0,1,0,1,25834,139.0,96.5,0,0,163.0,218,68,18,3,157.0,32.0,19.0,32.0,0,1,2,1,4,3,3,7,2,6,0.0,0,0,0,71.4,100.0,0,0,155081,19010,4000,22176,43.75,10,6.1413902053712475,50.0
536,95944401,103038116,2725,2725,2725, 36 months,0.19,19.0,99.88,10+ years,OWN,55000.0,Verified,16-Dec,Current,other,WA,47,27.65,2,Mar-96,0,7.0,,5,0,92219,63.80%,28,w,2610.59,2610.59,192.57,192.57,114.41,78.16,0.0,0,0,17-Mar,99.88,17-Apr,17-Mar,0,27.0,INDIVIDUAL,,,0,0,346439,0,0,1,1,9.0,0,,0,0,0,64,99500,1,8,0,1,69288,,,0,0,139.0,249,54,9,4,,27.0,14.0,27.0,2,0,3,0,8,4,4,19,3,4,0.0,0,0,1,71.4,,0,0,383500,92219,0,0,40.45,10,6.852248394004283,50.0
537,95865940,102928661,11000,11000,11000, 36 months,0.08,8.0,344.65,1 year,MORTGAGE,75000.0,Not Verified,16-Dec,Current,credit_card,FL,9,18.7,0,6-Sep,0,24.0,,12,0,11744,20.10%,13,w,10455.38,10455.38,677.09,677.09,544.62,132.47,0.0,0,0,17-Mar,344.65,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,262402,1,2,1,2,8.0,48858,64.0,2,4,4679,32,58400,1,0,1,7,21867,29156.0,28.7,0,0,29.0,123,4,4,1,4.0,,8.0,,0,3,3,6,6,3,9,9,3,12,0.0,0,0,3,100.0,0.0,0,0,327340,60602,40900,60890,42.7,1,6.081566654689184,25.0
538,96013268,103106981,2500,2500,2500, 36 months,0.11,11.0,82.31,1 year,RENT,50000.0,Source Verified,16-Dec,Current,credit_card,FL,9,7.56,0,6-Sep,2,32.0,,3,0,1385,49.50%,4,f,2382.28,2382.28,160.67,160.67,117.72,42.95,0.0,0,0,17-Mar,82.31,17-Apr,17-Mar,0,73.0,INDIVIDUAL,,,0,0,6610,0,1,0,0,42.0,5225,39.0,0,0,1102,41,2800,0,2,2,0,2203,1198.0,47.9,0,0,123.0,45,42,42,0,45.0,32.0,1.0,32.0,1,1,2,1,1,2,2,2,2,3,0.0,0,0,0,100.0,0.0,0,0,16117,6610,2300,13317,41.25,1,6.294256490952006,25.0
539,95716762,102788481,18000,18000,18000, 60 months,0.11,11.0,394.88,n/a,RENT,144000.0,Not Verified,16-Dec,Current,major_purchase,HI,11,2.56,0,10-Nov,0,24.0,,4,0,142,1.70%,8,w,17549.81,17549.81,761.28,761.28,450.19,311.09,0.0,0,0,17-Mar,394.88,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,4839,0,1,0,2,17.0,4697,59.0,0,0,102,30,8200,0,1,0,2,1210,6558.0,2.1,0,0,35.0,73,36,17,0,36.0,,,,0,2,2,2,2,3,3,5,2,4,0.0,0,0,0,100.0,0.0,0,0,16150,4839,6700,7950,41.5,n/a,4.156198798470781,25.0
540,95275787,102299643,10000,10000,10000, 36 months,0.13,13.0,335.69,n/a,MORTGAGE,136000.0,Source Verified,16-Dec,Current,other,CA,5,17.0,0,Jun-90,0,24.0,,22,0,22095,59.10%,30,w,9304.09,9304.09,947.89,947.89,695.91,251.98,0.0,0,0,17-Mar,335.69,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,61080,2,2,3,3,1.0,38985,85.0,2,3,2489,62,37400,0,0,0,6,2776,11475.0,52.4,0,0,78.0,318,3,1,0,3.0,,,,0,13,17,15,18,5,20,25,17,22,0.0,0,0,5,100.0,33.3,0,0,76995,61080,24100,39595,46.25,n/a,9.238123109940494,25.0
541,95407534,102457249,8000,8000,8000, 36 months,0.1,10.0,259.99,10+ years,MORTGAGE,100000.0,Not Verified,16-Dec,Current,debt_consolidation,WA,47,31.77,0,Apr-00,0,24.0,,17,0,15045,44.60%,30,f,7618.23,7618.23,508.32,508.32,381.77,126.55,0.0,0,0,17-Mar,259.99,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,366967,2,5,3,4,12.0,125412,46.0,2,3,593,46,33700,0,4,2,9,22935,12607.0,4.5,0,0,200.0,116,2,2,3,13.0,,1.0,,0,1,5,6,7,15,11,12,5,17,0.0,0,0,6,100.0,0.0,0,0,432390,140457,13200,169948,44.95,10,6.251538272212651,25.0
542,95517429,102567142,10000,10000,10000, 36 months,0.14,14.0,341.73,2 years,RENT,40000.0,Source Verified,16-Dec,Current,other,TX,43,13.65,0,3-Mar,0,65.0,,7,0,5640,30.80%,10,f,9316.65,9316.65,986.33,986.33,683.35,302.98,0.0,0,0,17-Mar,341.73,17-Apr,17-Mar,0,65.0,INDIVIDUAL,,,0,0,11028,0,1,0,0,126.0,5388,29.0,1,1,2476,30,18300,0,0,0,1,1575,12557.0,30.2,0,0,129.0,109,12,12,1,12.0,,,,1,5,6,5,6,2,6,7,6,7,0.0,0,0,1,90.0,0.0,0,0,37183,11028,18000,18883,44.95,2,9.570957095709572,50.0
543,96023502,103117216,4200,4200,4200, 36 months,0.19,19.0,153.94,10+ years,MORTGAGE,60000.0,Verified,16-Dec,Current,small_business,CA,5,14.28,0,3-Oct,0,39.0,,16,0,10896,48.20%,45,f,4023.67,4023.67,296.8,296.8,176.33,120.47,0.0,0,0,17-Mar,153.94,17-Apr,17-Mar,0,40.0,INDIVIDUAL,,,0,85,242795,1,1,1,2,9.0,4399,31.0,1,5,3018,41,23800,1,1,2,8,15175,1064.0,89.5,0,0,136.0,158,7,2,5,15.0,40.0,2.0,39.0,0,6,8,6,12,13,14,27,8,16,0.0,0,0,3,78.9,100.0,0,0,265699,15295,10100,14399,46.25,10,6.853438295901829,50.0
544,95934317,103028034,3500,3500,3500, 36 months,0.08,8.0,109.67,10+ years,MORTGAGE,54000.0,Source Verified,16-Dec,Current,credit_card,TX,43,15.42,2,2-Nov,0,3.0,,18,0,5166,11.40%,40,f,3326.69,3326.69,216.98,216.98,173.31,43.67,0.0,0,0,17-Mar,111.19,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,13772,1,1,0,0,51.0,8606,34.0,5,10,3905,20,45200,0,0,3,10,861,15295.0,21.6,0,0,139.0,169,2,2,2,8.0,,2.0,3.0,0,2,6,3,7,8,17,30,6,18,0.0,0,0,5,92.5,0.0,0,0,70301,13772,19500,25101,44.95,10,6.0982495765104465,50.0
545,95918902,103000249,16000,16000,16000, 36 months,0.05,5.0,481.84,< 1 year,MORTGAGE,115000.0,Source Verified,16-Dec,Current,credit_card,CA,5,9.06,1,3-Mar,0,18.0,,5,0,11380,55%,19,w,15176.36,15176.36,951.86,951.86,823.64,128.22,0.0,0,0,17-Mar,481.84,17-Apr,17-Mar,0,54.0,INDIVIDUAL,,,0,0,529771,1,1,0,0,26.0,3237,18.0,1,2,8068,52,20700,1,0,2,3,105954,9320.0,55.0,0,0,165.0,164,7,3,3,105.0,,4.0,18.0,1,2,2,2,9,4,2,11,2,5,0.0,0,0,2,89.5,50.0,0,0,556851,27722,20700,18480,37.45,0,5.896943014819867,50.0
546,94686884,101641604,11000,11000,11000, 36 months,0.13,13.0,369.26,10+ years,MORTGAGE,60000.0,Not Verified,16-Dec,Current,debt_consolidation,OH,35,31.84,0,6-Dec,0,24.0,,14,0,17930,59.40%,37,w,10492.37,10492.37,719.06,719.06,507.63,211.43,0.0,0,0,17-Mar,369.26,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,927,225829,2,6,1,2,11.0,104815,81.0,2,3,7023,74,30200,1,1,0,5,16131,3313.0,81.1,0,0,120.0,96,3,3,2,3.0,,19.0,,0,3,7,3,7,15,7,20,7,14,0.0,0,0,3,100.0,33.3,0,0,249522,122745,17500,111139,44.95,10,6.413344037106413,25.0
547,96186333,103288454,16000,16000,16000, 60 months,0.15,15.0,380.56,10+ years,MORTGAGE,57000.0,Verified,16-Dec,Current,debt_consolidation,KS,16,33.47,0,Feb-97,1,40.0,,11,0,16604,78%,58,f,15636.36,15636.36,727.81,727.81,363.64,364.17,0.0,0,0,17-Mar,380.56,17-Apr,17-Mar,0,40.0,JOINT,126000.0,23.13,0,0,364882,1,5,1,4,6.0,125672,104.0,0,1,3189,94,21300,0,1,1,6,33171,811.0,79.7,0,0,138.0,238,21,6,3,40.0,40.0,6.0,40.0,3,1,4,1,4,45,4,10,4,11,0.0,0,0,1,94.8,100.0,0,0,378230,142276,4000,125167,42.75,10,4.442950559188413,50.0
548,95805363,102867077,6000,6000,6000, 36 months,0.08,8.0,188.0,10+ years,MORTGAGE,100000.0,Not Verified,16-Dec,Current,other,CT,7,14.06,0,5-Jul,2,24.0,,10,0,15197,25.30%,30,w,5702.91,5702.91,369.34,369.34,297.09,72.25,0.0,0,0,17-Mar,188.0,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,480970,2,1,1,1,4.0,38292,,0,0,7792,25,60000,4,12,3,2,48097,26840.0,36.1,0,0,131.0,137,34,4,3,34.0,,2.0,,0,2,3,4,6,9,7,17,3,10,0.0,0,0,2,100.0,0.0,0,0,556289,53489,42000,40000,42.45,10,6.078076099489375,25.0
549,95375026,102700933,35000,35000,35000, 60 months,0.23,23.0,981.45,10+ years,MORTGAGE,85000.0,Verified,16-Dec,Current,debt_consolidation,AR,4,34.1,0,1-Jun,0,25.0,,23,0,38890,62.50%,40,w,34357.57,34357.57,1852.36,1852.36,642.43,1209.93,0.0,0,0,17-Mar,981.45,17-Apr,17-Mar,0,,JOINT,105000.0,43.49,0,0,267491,0,12,0,1,16.0,68844,76.0,0,0,13018,70,62200,1,0,0,1,11630,5042.0,86.0,0,0,145.0,186,26,16,4,26.0,25.0,16.0,25.0,0,4,8,5,7,19,10,17,8,23,0.0,0,0,0,97.5,60.0,0,0,328188,107734,36100,90988,44.95,10,5.114750476400895,50.0
550,95676791,102738513,35000,35000,35000, 60 months,0.11,11.0,768.69,2 years,RENT,160000.0,Source Verified,16-Dec,Current,debt_consolidation,CA,5,15.85,0,2-Dec,3,24.0,,9,0,6380,23.60%,19,w,34125.81,34125.81,1481.77,1481.77,874.19,607.58,0.0,0,0,17-Mar,768.69,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,60212,4,5,1,2,5.0,53832,53.0,3,3,2713,47,27000,3,0,6,5,6690,15120.0,29.7,0,0,137.0,168,0,0,1,3.0,,0.0,,0,3,3,3,3,13,4,5,3,9,0.0,0,0,4,100.0,0.0,0,0,127822,60212,21500,100822,39.25,2,4.1594113351682305,25.0
551,96134369,103228089,7200,7200,7200, 36 months,0.14,14.0,246.05,5 years,RENT,30000.0,Not Verified,16-Dec,Current,debt_consolidation,MD,20,24.04,0,7-Jul,0,39.0,,6,0,6919,65.90%,13,w,6873.89,6873.89,478.11,478.11,326.11,152.0,0.0,0,0,17-Mar,246.05,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,25399,0,1,0,1,20.0,18480,75.0,1,2,4509,72,10500,1,3,2,3,4233,1190.0,84.9,0,0,109.0,113,11,11,0,14.0,,5.0,,0,3,5,3,3,5,5,7,5,6,0.0,0,0,1,92.3,100.0,0,0,35126,25399,7900,24626,43.75,5,6.502516664399402,50.0
552,95010800,102013566,4000,4000,4000, 36 months,0.15,15.0,138.65,6 years,MORTGAGE,65000.0,Verified,16-Dec,Current,debt_consolidation,PA,38,30.02,0,2-Apr,1,24.0,,12,0,6364,80.60%,43,f,3821.53,3821.53,268.97,268.97,178.47,90.5,0.0,0,0,17-Mar,138.65,17-Apr,17-Mar,0,48.0,INDIVIDUAL,,,0,0,164977,1,5,1,3,10.0,63643,76.0,1,3,1836,76,7900,1,8,7,6,13748,85.0,98.2,0,0,176.0,164,3,3,3,16.0,55.0,3.0,52.0,6,3,6,3,8,24,6,16,6,12,0.0,0,0,2,83.3,100.0,0,0,198134,70007,4800,83934,43.95,6,6.554169723648815,50.0
553,96004455,103098175,3000,3000,3000, 36 months,0.13,13.0,101.8,10+ years,RENT,55000.0,Not Verified,16-Dec,Current,major_purchase,FL,9,19.79,0,Nov-79,0,60.0,,20,0,22053,45.40%,27,f,2863.08,2863.08,197.98,197.98,136.92,61.06,0.0,0,0,17-Mar,101.8,17-Apr,17-Mar,0,60.0,INDIVIDUAL,,,0,0,26584,0,1,1,2,12.0,4531,50.0,1,2,4667,46,48600,0,0,0,4,1399,10739.0,60.2,0,0,185.0,445,11,11,1,11.0,,,,1,8,11,12,14,5,19,21,11,20,0.0,0,0,2,96.3,54.5,0,0,57629,26584,27000,9029,46.25,10,6.4379084967320255,50.0
554,95133962,102136732,13475,13475,13475, 36 months,0.11,11.0,444.29,10+ years,MORTGAGE,110000.0,Verified,16-Dec,Current,debt_consolidation,NH,29,15.03,0,May-99,0,66.0,,5,0,10550,60.30%,13,w,12841.45,12841.45,867.08,867.08,633.55,233.53,0.0,0,0,17-Mar,444.29,17-Apr,17-Mar,0,66.0,INDIVIDUAL,,,0,0,101581,1,2,0,1,17.0,91031,,2,3,8258,60,17500,0,1,0,4,20316,6240.0,62.2,0,0,211.0,169,4,4,0,11.0,66.0,17.0,66.0,2,2,3,2,6,5,3,8,3,5,0.0,0,0,2,84.6,50.0,0,0,97882,101581,16500,80382,44.95,10,6.3247738546833965,50.0
555,95984289,103078007,9600,9600,9600, 36 months,0.13,13.0,322.27,3 years,RENT,70000.0,Source Verified,16-Dec,Current,credit_card,IL,13,15.79,0,7-Sep,0,63.0,,5,0,4740,49.90%,16,f,9117.09,9117.09,680.43,680.43,482.91,197.52,0.0,0,0,17-Mar,335.5,17-Apr,17-Mar,0,63.0,INDIVIDUAL,,,0,0,29203,1,2,3,7,4.0,24463,84.0,1,2,1849,75,9500,9,0,7,9,5841,2749.0,56.4,0,0,45.0,54,11,4,0,11.0,,3.0,,1,2,3,2,4,10,3,5,3,5,0.0,0,0,4,100.0,0.0,0,0,38714,29203,6300,29214,41.5,3,6.9409002755945695,25.0
556,95341044,102366385,15000,15000,15000, 36 months,0.13,13.0,508.96,4 years,RENT,135000.0,Source Verified,16-Dec,Current,debt_consolidation,TX,43,5.86,0,6-Mar,1,33.0,,7,0,7389,38.30%,11,f,14315.5,14315.5,989.82,989.82,684.5,305.32,0.0,0,0,17-Mar,508.96,17-Apr,17-Mar,0,75.0,INDIVIDUAL,,,0,0,27284,0,1,1,2,10.0,19895,85.0,1,5,2459,64,19300,1,0,2,7,3898,4911.0,60.1,0,0,129.0,117,8,8,0,8.0,,4.0,,1,5,5,5,5,4,6,7,5,7,0.0,0,0,2,81.8,20.0,0,0,42693,27284,12300,23393,42.75,4,6.4623627809722946,50.0
557,95923281,103000729,1000,1000,1000, 36 months,0.1,10.0,32.5,< 1 year,MORTGAGE,50000.0,Source Verified,16-Dec,Current,vacation,TX,43,7.32,0,Jun-00,0,53.0,,6,0,1459,48.60%,14,f,952.28,952.28,63.54,63.54,47.72,15.82,0.0,0,0,17-Mar,32.5,17-Apr,17-Mar,0,54.0,INDIVIDUAL,,,0,0,160145,2,1,0,1,13.0,12726,85.0,1,1,385,79,3000,2,2,1,3,32029,115.0,77.0,0,0,123.0,198,3,3,1,140.0,,6.0,59.0,2,1,3,1,1,5,4,8,3,6,0.0,0,0,2,78.6,100.0,0,0,164444,14185,500,15012,43.75,0,6.206896551724138,50.0
558,95805763,102867480,15000,15000,15000, 36 months,0.15,15.0,519.91,5 years,MORTGAGE,42000.0,Verified,16-Dec,Current,debt_consolidation,TN,42,22.96,0,7-Dec,0,54.0,,11,0,17447,79.70%,26,w,14330.78,14330.78,1008.59,1008.59,669.22,339.37,0.0,0,0,17-Mar,519.91,17-Apr,17-Mar,0,69.0,INDIVIDUAL,,,0,0,170051,2,2,1,1,11.0,3554,32.0,3,3,8119,64,21900,1,6,0,5,17005,83.0,99.4,0,0,104.0,108,2,2,2,7.0,,14.0,69.0,1,3,7,3,3,10,8,14,7,11,0.0,0,0,4,92.3,100.0,0,0,186030,21001,14900,11008,43.75,5,6.571912896075108,50.0
559,96186049,103292261,6000,6000,6000, 36 months,0.13,13.0,201.42,10+ years,RENT,50000.0,Source Verified,16-Dec,Current,debt_consolidation,CA,5,6.27,0,1-Aug,1,29.0,,4,0,4678,43.30%,8,f,5723.1,5723.1,392.22,392.22,276.9,115.32,0.0,0,0,17-Mar,201.42,17-Apr,17-Mar,0,67.0,INDIVIDUAL,,,0,868,7647,1,1,1,1,3.0,2969,96.0,0,1,2087,55,10800,0,0,1,2,1912,6122.0,43.3,0,0,127.0,184,17,3,1,17.0,,5.0,,1,3,3,3,3,3,3,4,3,4,0.0,0,0,1,71.4,0.0,0,0,13882,7647,10800,3082,42.75,10,6.410466067048241,50.0
560,77429890,83009726,12000,12000,12000, 60 months,0.23,23.0,336.5,7 years,MORTGAGE,71879.0,Source Verified,16-Dec,Current,debt_consolidation,FL,9,30.46,0,Jul-88,0,24.0,,24,0,25265,52.30%,46,w,11752.48,11752.48,662.1,662.1,247.52,414.58,0.0,0,0,17-Mar,350.0,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,165051,2,6,2,4,3.0,48300,70.0,1,3,5890,63,48300,0,9,0,7,6877,7415.0,75.1,0,0,224.0,107,5,3,6,5.0,,,,0,6,9,7,8,21,16,19,9,24,0.0,0,0,3,100.0,71.4,0,0,248968,73565,29800,68874,44.95,7,5.332688899629451,25.0
561,96053887,103147600,12000,12000,12000, 60 months,0.13,13.0,271.45,10+ years,OWN,50000.0,Not Verified,16-Dec,Current,vacation,NY,32,0.6,0,Aug-94,0,24.0,,5,0,1291,3.30%,13,w,11710.37,11710.37,521.67,521.67,289.63,232.04,0.0,0,0,17-Mar,271.45,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,280832,0,0,0,0,42.0,0,,0,2,1291,3,39500,3,0,4,2,56166,38209.0,3.3,0,0,105.0,268,17,17,2,17.0,,1.0,,0,1,1,4,7,2,4,9,1,5,0.0,0,0,0,100.0,0.0,0,0,349500,1291,39500,0,40.45,10,4.259668056577548,25.0
562,95932075,103288164,12000,12000,12000, 60 months,0.14,14.0,279.16,2 years,MORTGAGE,86520.0,Source Verified,16-Dec,Current,credit_card,MI,22,14.95,0,8-Nov,2,38.0,,13,0,25883,52.50%,23,w,11719.86,11719.86,535.0,535.0,280.14,254.86,0.0,0,0,17-Mar,279.16,17-Apr,17-Mar,0,,INDIVIDUAL,,,0,0,199716,2,2,0,1,22.0,46862,36.0,4,6,9647,49,49300,1,0,3,8,15363,11204.0,53.5,0,0,94.0,97,0,0,1,11.0,,0.0,38.0,0,4,8,4,4,9,10,13,8,13,0.0,0,0,5,95.5,25.0,0,0,223360,72745,24100,45810,41.25,2,4.365921331810021,50.0
